id,start_timestamp,duration,start_frame_index,end_frame_index,norm_pos_x,norm_pos_y,dispersion,confidence,method,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,base_data
13,174844.27692849998,218.0299999890849,62,69,0.47864742671148214,0.33710970012903635,0.733588493993091,0.9476732716920316,3d gaze,-13.906500228217812,84.95730926062107,509.28861048007496,174844.27692849998 174844.2809825 174844.28499749998 174844.28894099998 174844.2929455 174844.29694149998 174844.30121949996 174844.30524849996 174844.3089675 174844.31299349997 174844.31701499998 174844.32095649999 174844.32488499998 174844.32886199997 174844.33290699997 174844.33693649998 174844.34092349999 174844.34692449996 174844.35093099996 174844.35491199998 174844.35890599998 174844.3629215 174844.366922 174844.37091499998 174844.374992 174844.37907049997 174844.38306949998 174844.38698049998 174844.39090849998 174844.39497249998 174844.39900699997 174844.4029695 174844.40692449998 174844.410881 174844.41483049997 174844.4190775 174844.42323199997 174844.427149 174844.43098049998 174844.435205 174844.43943749997 174844.44365849998 174844.44782099998 174844.45171349996 174844.45554849997 174844.45997149998 174844.46438699999 174844.4677035 174844.471081 174844.47615499998 174844.481132 174844.484075 174844.48706249997 174844.4910505 174844.49495849997
14,174844.49905499996,120.25950002134778,69,72,0.4797003289097753,0.34875028715024897,1.4375467409143448,0.9536848701418903,3d gaze,-12.930705167347675,77.13606243032166,498.2069227019914,174844.49905499996 174844.5031515 174844.5070585 174844.51096549997 174844.51493799998 174844.5189105 174844.52289649998 174844.52688249998 174844.530908 174844.534933 174844.538962 174844.5429235 174844.546947 174844.55095499998 174844.5549545 174844.55888899998 174844.56290299998 174844.5669035 174844.57091399998 174844.57492499996 174844.57912699998 174844.58328149997 174844.58717199997 174844.590966 174844.5952405 174844.599528 174844.6035265 174844.60746199999 174844.611515 174844.61556799998 174844.61931449999
15,174844.86312,83.99199999985285,80,82,0.47702588189216044,0.5460962249536245,1.4820484777609277,0.9972396890153614,3d gaze,-13.068827946547309,-20.83474290413304,443.6396267994292,174844.86312 174844.867167 174844.8710095 174844.87485149998 174844.878898 174844.88303949998 174844.8870955 174844.891056 174844.89497899998 174844.89890149998 174844.9028695 174844.906837 174844.91085749998 174844.91491599998 174844.9189495 174844.9229455 174844.92692849998 174844.9309105 174844.93492949998 174844.93896399997 174844.94304599997 174844.947112
16,174844.95104299998,128.11600000713952,82,86,0.479503002956416,0.5712574419045549,1.437826566560445,0.9984598820592454,3d gaze,-10.099696426958696,-27.93578291022492,384.8734971241725,174844.95104299998 174844.9549625 174844.958937 174844.96289899998 174844.96716499998 174844.97142299998 174844.97544299997 174844.97945649998 174844.98411599998 174844.988463 174844.99278649996 174844.996782 174845.00041399998 174845.004054 174845.007811 174845.01155549998 174845.01538499998 174845.019186 174845.02305949997 174845.02691199997 174845.03096449998 174845.035011 174845.03895299998 174845.04289299998 174845.047571 174845.052249 174845.055685 174845.059121 174845.063485 174845.06785599998 174845.07159799998 174845.07529049998 174845.079159
17,174845.08294549998,138.86050001019612,86,90,0.48221598200613786,0.5909611644587085,0.9078596029225556,0.9987687889410436,3d gaze,-7.992049756935226,-32.68900779275907,350.9866242704018,174845.08294549998 174845.086926 174845.0908555 174845.09483949997 174845.09881199998 174845.10281699998 174845.10682349998 174845.110842 174845.1148545 174845.118849 174845.122839 174845.1268335 174845.130828 174845.135093 174845.13934599998 174845.143433 174845.14750949998 174845.15189449998 174845.15615199998 174845.15988399996 174845.16348999998 174845.16729149997 174845.17118 174845.175126 174845.181018 174845.184985 174845.1889 174845.1929665 174845.1969825 174845.2009295 174845.2049895 174845.20899299998 174845.21323299996 174845.21769899997 174845.221806
18,174845.35995949997,151.50249999715015,95,99,0.6338971567600324,1.015172717037111,1.4993808084319828,0.9992396959898798,3d gaze,742.9792313479979,-2280.360171546192,4344.507573837857,174845.35995949997 174845.36366049998 174845.3674265 174845.37139 174845.37518749997 174845.37922199996 174845.38332199998 174845.3871835 174845.3909265 174845.39499499998 174845.39908099998 174845.4030235 174845.406948 174845.4109465 174845.4149445 174845.418931 174845.42291799997 174845.42690149997 174845.43093149998 174845.4349575 174845.4389365 174845.4428885 174845.4468405 174845.4508645 174845.45489149998 174845.4588655 174845.4628345 174845.4668315 174845.47082649998 174845.47481699998 174845.47880699998 174845.482846 174845.4868845 174845.4908805 174845.49489499998 174845.49888899998 174845.50286449998 174845.50720999998 174845.51146199997
19,174845.515757,115.29349998454563,99,103,0.6352958423890681,1.020983808857153,0.3843042642724931,0.9993294703092402,3d gaze,2881.4043199979474,-8812.950101919989,16573.519712576166,174845.515757 174845.519992 174845.52391949997 174845.52782599998 174845.5321425 174845.5365045 174845.54007 174845.54357799998 174845.5476035 174845.55161249998 174845.5552755 174845.5590475 174845.56407599998 174845.56897899997 174845.571978 174845.57498799998 174845.57902849998 174845.583124 174845.58708649996 174845.59092699998 174845.59493549998 174845.59889099997 174845.6031315 174845.60736999998 174845.611334 174845.6154145 174845.6192905 174845.62314699998 174845.627088 174845.63105049997
20,174845.638928,82.0864999841433,103,105,0.6371845530606541,1.0177981562812022,0.8284837705539293,0.9993037355163212,3d gaze,-2103.933025329091,6404.739497292339,-12075.060290628779,174845.638928 174845.64291399997 174845.64893199998 174845.65304299997 174845.6570165 174845.66092549998 174845.66500449998 174845.66901099996 174845.67299549998 174845.67694749997 174845.680903 174845.68492149998 174845.688869 174845.69287099998 174845.69692099997 174845.700916 174845.7048905 174845.708935 174845.712931 174845.71693149998 174845.72101449998
21,174845.78294,108.02949999924749,107,110,0.4671487165286162,0.5658230324416238,1.466906166500046,0.998934257566037,3d gaze,-12.24341427910642,-19.785333990484997,293.0529604318871,174845.78294 174845.78694299998 174845.7910195 174845.795071 174845.798996 174845.8029215 174845.80726549999 174845.81150799998 174845.81577 174845.81980849997 174845.82400149998 174845.827987 174845.83187549998 174845.835639 174845.83973299997 174845.8437205 174845.84803 174845.852313 174845.855632 174845.85893 174845.86373349998 174845.86851849998 174845.87176799998 174845.87501699998 174845.87899899998 174845.88298099997 174845.88700699998 174845.8909695
22,174845.8950315,145.39999997941777,110,115,0.4607171409545644,0.55058651106455,1.4100112974223824,0.9962781559809868,3d gaze,-13.389873742096242,-13.804749480041206,266.3295569446176,174845.8950315 174845.89903049998 174845.9029725 174845.906914 174845.91093199997 174845.9157585 174845.91978949998 174845.922955 174845.926988 174845.93092249997 174845.9349335 174845.9388895 174845.94287899998 174845.94685449998 174845.951008 174845.955161 174845.95905299997 174845.96299549998 174845.96727099997 174845.9714645 174845.975372 174845.97927249997 174845.98339349998 174845.9874505 174845.9914165 174845.99531949998 174845.9991995 174846.0030565 174846.00699949998 174846.0109405 174846.014991 174846.01903999998 174846.02301249997 174846.0269915 174846.03103899996 174846.0350715 174846.04043149998
23,174846.1029485,94.00499999173917,117,119,0.5099887473570841,0.4132081046718925,1.4681162512695634,0.989330865315235,3d gaze,3.0149833301789677,20.98106188884442,236.084360732347,174846.1029485 174846.106985 174846.11098599999 174846.11697649996 174846.12131349999 174846.12527249998 174846.12886599998 174846.13291249998 174846.1371835 174846.14162399998 174846.14588949998 174846.150099 174846.153932 174846.1574225 174846.161779 174846.165873 174846.16924799996 174846.17300899996 174846.1769835 174846.18097599997 174846.184962 174846.18894899997 174846.19295599998 174846.19695349998
24,174846.2009995,182.17499999445863,120,125,0.5128374527388393,0.3967172196390416,1.390112280070682,0.9986678685836752,3d gaze,3.9518794618520268,25.347506860074258,239.50420140369047,174846.2009995 174846.20501449998 174846.20893849997 174846.21291899998 174846.21891949998 174846.222908 174846.226951 174846.2310295 174846.2349965 174846.23893249998 174846.2429205 174846.2469185 174846.25094349997 174846.25497949996 174846.25903099997 174846.26299299998 174846.2670235 174846.27094949997 174846.27493349998 174846.278842 174846.2828845 174846.28691049997 174846.29101999998 174846.29512899998 174846.29899749998 174846.30286599998 174846.3069485 174846.31096149998 174846.31499599997 174846.31896249996 174846.32292049998 174846.32687699998 174846.33090399997 174846.334906 174846.3388885 174846.34288399998 174846.34691649998 174846.35097799997 174846.35497 174846.35889099998 174846.3629455 174846.3670505 174846.37110549997 174846.37505899998 174846.37917049997 174846.3831745
25,174846.387162,159.8134999803733,125,130,0.5227201348249692,0.3843897197196293,0.9257840024682296,0.9968894862391628,3d gaze,7.646737018036558,31.163856371855605,263.1786756669135,174846.387162 174846.39114099997 174846.3950805 174846.39897449999 174846.40298199997 174846.40697999997 174846.410977 174846.4149795 174846.418946 174846.42291599998 174846.42698699998 174846.43104599998 174846.435106 174846.43913199997 174846.4432795 174846.44740349997 174846.45163899998 174846.455864 174846.4598375 174846.463811 174846.4674755 174846.47110699996 174846.47503799998 174846.478981 174846.48305699998 174846.4870955 174846.49100449999 174846.4949035 174846.49896149998 174846.50301699998 174846.507203 174846.51138799998 174846.5154665 174846.519546 174846.52438299998 174846.52921849999 174846.53239049998 174846.53556199998 174846.5392825 174846.54300349997 174846.54697549998
26,174846.56379749998,183.2165000087116,130,136,0.48115709188200617,0.4522085604993001,1.454151859128594,0.9990419719065041,3d gaze,-7.693148915724127,15.599752939844027,319.13587273306314,174846.56379749998 174846.56853699998 174846.571806 174846.5750815 174846.5810695 174846.585141 174846.589075 174846.593023 174846.596946 174846.6009465 174846.6049415 174846.60894249997 174846.612959 174846.6169505 174846.62094999998 174846.62492749997 174846.628876 174846.63292899998 174846.63695 174846.64089699998 174846.6449355 174846.648949 174846.6529535 174846.65696449997 174846.6609445 174846.66495399998 174846.66898349999 174846.6729745 174846.67693199997 174846.68092849996 174846.6869785 174846.69096049998 174846.69496349996 174846.6988905 174846.70293699997 174846.70697499998 174846.7109455 174846.714916 174846.718956 174846.722996 174846.72701799998 174846.73103999998 174846.734997 174846.739014 174846.74305549997 174846.747014
27,174846.782942,216.2104999879375,137,143,0.4961680847348399,0.4121690160028473,1.4650200085755432,0.9982025466967986,3d gaze,-1.483820931422113,27.233211809687575,302.78933784586354,174846.782942 174846.78693449998 174846.79101599997 174846.79502099997 174846.7990675 174846.80303799998 174846.80705899998 174846.81107949998 174846.815086 174846.819092 174846.82309849997 174846.82710499997 174846.83104049996 174846.83500649998 174846.83898 174846.842923 174846.84694099997 174846.8509585 174846.85507 174846.85912799998 174846.8636425 174846.8682335 174846.871731 174846.8751005 174846.879115 174846.8831245 174846.8871415 174846.891138 174846.8950685 174846.8990395 174846.9031905 174846.907235 174846.91120899998 174846.91512849997 174846.91911799996 174846.92309599998 174846.9270445 174846.9310275 174846.935106 174846.93914499998 174846.9430835 174846.94703649997 174846.951091 174846.95514099998 174846.95910799998 174846.96299949999 174846.96710399998 174846.97109449998 174846.97528199997 174846.97940299998 174846.983491 174846.987561 174846.9913295 174846.99513499998 174846.99915249998
28,174847.053587,217.3019999754615,145,151,0.5249039777413065,0.3961710296777177,1.2393741837362329,0.9951739666010351,3d gaze,10.12220309971113,33.706484629780846,317.066413745631,174847.053587 174847.0576155 174847.06158749998 174847.06557749998 174847.06946749997 174847.07321899998 174847.07705749996 174847.08112949997 174847.08510749997 174847.08908349997 174847.093245 174847.097219 174847.101184 174847.105248 174847.10918049997 174847.113051 174847.11705499998 174847.12131999998 174847.12547749997 174847.12921749998 174847.13315399998 174847.137177 174847.141022 174847.1474045 174847.1518335 174847.15580349998 174847.15971799998 174847.163711 174847.16764899998 174847.17141249997 174847.17519449999 174847.17920349998 174847.18322199996 174847.18713749998 174847.19101399998 174847.1949675 174847.19891049998 174847.202936 174847.2069615 174847.210979 174847.214995 174847.218997 174847.22299649997 174847.2269835 174847.23096949997 174847.23496599996 174847.23896199997 174847.24301799998 174847.24707349998 174847.2510195 174847.25495099998 174847.258928 174847.26286 174847.26688999997 174847.27088899998
29,174847.27492149998,216.09000000171363,152,158,0.5219618660515863,0.39731754665125024,1.4339689850021846,0.9959454051722159,3d gaze,9.06570335494488,33.76683543733009,321.71462165586524,174847.27492149998 174847.27891949998 174847.28294299997 174847.286932 174847.29091649997 174847.29492299998 174847.298954 174847.303004 174847.30697099998 174847.31088 174847.314955 174847.319013 174847.322989 174847.3269925 174847.33099 174847.33496449998 174847.33894349998 174847.34291799998 174847.34875299997 174847.354588 174847.35727749998 174847.361288 174847.36600449999 174847.369339 174847.3730695 174847.37672499998 174847.3802855 174847.383832 174847.3876115 174847.39125499997 174847.39525349997 174847.39911199998 174847.4030305 174847.4069485 174847.4110825 174847.415213 174847.41923200001 174847.4232505 174847.4271115 174847.43097199997 174847.43497049998 174847.43896949998 174847.442959 174847.446948 174847.4511705 174847.4553935 174847.4602485 174847.465196 174847.469112 174847.4729955 174847.4760195 174847.47898349998 174847.48297749998 174847.48697499998 174847.49101149998
30,174847.4950185,219.88049999345094,158,165,0.514309940872768,0.40777967120931014,1.2438384327695293,0.9898218547731742,3d gaze,5.666476263167131,28.845040711181355,305.06845116593723,174847.4950185 174847.49898049998 174847.50296999997 174847.5070435 174847.511046 174847.515047 174847.520959 174847.5249075 174847.5289655 174847.533014 174847.5369625 174847.5409035 174847.5448795 174847.5489385 174847.552967 174847.55688699998 174847.56088 174847.56492749997 174847.5689625 174847.57294649997 174847.576894 174847.5812 174847.58520549999 174847.5888495 174847.59287549998 174847.596907 174847.60090199998 174847.6049105 174847.608911 174847.6149085 174847.61888599998 174847.62289349997 174847.62686849997 174847.6308935 174847.634929 174847.6389295 174847.6428935 174847.64698 174847.6509625 174847.65522299998 174847.65935699997 174847.66356949997 174847.66777399997 174847.67204099998 174847.676281 174847.68001249997 174847.68374349998 174847.687523 174847.69129999998 174847.6951235 174847.698938 174847.702921 174847.70689549998 174847.7108975 174847.71489899998
31,174847.7589515,88.68300000904128,166,169,0.4728748145156163,0.502970352961529,1.3274113028199113,0.9982496171582781,3d gaze,-10.271019635500691,-0.9083300844043455,295.75711287106327,174847.7589515 174847.76292 174847.7669195 174847.77093899998 174847.77492499998 174847.77883599998 174847.7828505 174847.786861 174847.79086999997 174847.79488099998 174847.7988925 174847.802901 174847.8068585 174847.8108165 174847.81484399998 174847.81887199997 174847.82312349998 174847.827382 174847.831757 174847.83604849997 174847.8399425 174847.8436975 174847.8476345
32,174847.851508,133.82250000722706,169,173,0.46614571917911557,0.5293378539346999,1.4274400545265746,0.9987693252818334,3d gaze,-12.4495333651925,-8.589103055926328,288.0930710578774,174847.851508 174847.855303 174847.859099 174847.8630735 174847.86704649997 174847.8709395 174847.8748415 174847.8788845 174847.88295349997 174847.887162 174847.8913345 174847.8952985 174847.89924399997 174847.9031625 174847.907069 174847.911026 174847.91497699998 174847.91893349998 174847.92288949998 174847.92686849998 174847.93088899998 174847.93489649997 174847.93886199998 174847.9429265 174847.94698749998 174847.95094399998 174847.9548975 174847.9589025 174847.96293799998 174847.96692649997 174847.970881 174847.974896 174847.9789025 174847.9853305
33,174848.06954899998,83.53200001874939,175,178,0.43083658559070626,0.476299763174512,1.4622213359228315,0.99886303230158,3d gaze,-24.51564506862583,6.731967653060777,277.77935959434035,174848.06954899998 174848.0731335 174848.07700599998 174848.082909 174848.08687199999 174848.09087949997 174848.09494749998 174848.099177 174848.10340199998 174848.1072495 174848.11102249997 174848.114977 174848.118929 174848.122907 174848.126889 174848.1309015 174848.13489349998 174848.13894799998 174848.1429565 174848.1480415 174848.153081 174848.153081
34,174848.1665605,108.36050001671538,178,181,0.450997304368345,0.4815213236480126,1.4441168405619724,0.9950909696291612,3d gaze,-18.715231838654688,5.6527668347110405,298.79086246478266,174848.1665605 174848.17510349996 174848.17769399998 174848.18219099997 174848.1852365 174848.18817399998 174848.1910535 174848.19524749997 174848.19942849997 174848.20348099997 174848.2075425 174848.21143949998 174848.2151945 174848.21922449998 174848.22307699997 174848.22713699998 174848.231109 174848.2350175 174848.2389255 174848.24296399998 174848.247002 174848.25099699997 174848.25499199997 174848.25897749997 174848.262898 174848.26691799998 174848.270922 174848.274921
35,174848.278921,205.99650000804104,181,188,0.46874319836858463,0.4730915527717814,1.4207953949266998,0.9988334331468974,3d gaze,-12.246011447192547,8.395573817250343,305.91608554984174,174848.278921 174848.282955 174848.28693899998 174848.29116899997 174848.295377 174848.29972049998 174848.30432499998 174848.30813649998 174848.31168749998 174848.3156365 174848.319563 174848.32334349997 174848.32712399997 174848.33126099998 174848.335398 174848.33938199998 174848.343366 174848.3472155 174848.35109999997 174848.35503399998 174848.358934 174848.36304199998 174848.36715449998 174848.3710655 174848.37497099998 174848.37904699997 174848.3830975 174848.38711299998 174848.39110299997 174848.39503899997 174848.39897599997 174848.4029315 174848.40687399998 174848.41088399998 174848.4148825 174848.41884949998 174848.42281599998 174848.42687599998 174848.4309975 174848.43497399997 174848.438875 174848.44288449996 174848.44688049998 174848.4528955 174848.45691299997 174848.46090299997 174848.464951 174848.468941 174848.4728915 174848.47687299998 174848.48089299997 174848.4849175
36,174848.48887349997,92.27800002554432,188,191,0.46908800622139685,0.44724759187296464,1.3508670836903145,0.9986223075196965,3d gaze,-11.63780417225081,15.887476309781109,294.13544179615803,174848.48887349997 174848.49288649997 174848.4968965 174848.50123999998 174848.50523699998 174848.5088745 174848.5128955 174848.516902 174848.5208705 174848.524859 174848.52887749998 174848.53291399998 174848.53691699996 174848.541233 174848.5452145 174848.5511235 174848.55536349997 174848.5609315 174848.5664625 174848.569196 174848.572046 174848.57653099997 174848.5811515
37,174848.58449449998,218.5579999932088,191,197,0.4737865116166571,0.4187699898759375,1.147287218116509,0.9985206516626525,3d gaze,-10.21841972788887,25.35335778713492,304.50866736356585,174848.58449449998 174848.58757399998 174848.59145349998 174848.59528049998 174848.5991315 174848.6029335 174848.606889 174848.610842 174848.61502949998 174848.61921499998 174848.62307149998 174848.62692699998 174848.6309155 174848.63490349997 174848.6388815 174848.64291399997 174848.64692699997 174848.65093049998 174848.65516149998 174848.65936599998 174848.66375799998 174848.6680555 174848.6720045 174848.6757955 174848.67986399998 174848.68385499998 174848.68749799998 174848.69113499997 174848.695082 174848.69903299998 174848.70297549997 174848.70691299997 174848.71089249998 174848.71487199998 174848.71895949997 174848.72300149998 174848.72698349998 174848.73091999997 174848.73488249996 174848.738847 174848.742935 174848.74702249997 174848.751011 174848.754998 174848.758931 174848.7628635 174848.7668425 174848.77087249997 174848.77487999998 174848.77885 174848.7828995 174848.78693049998 174848.79090899997 174848.79488349997 174848.79894149996 174848.80305249998
